# x[kpc] y[kpc] z[kpc] vx[km/s] vy[km/s] vz[km/s]
1.240652815162033518e+00 2.669550885608464874e+00 1.801572429711429502e+00 1.091763377501132837e+01 -6.551890652686892302e+00 -1.778618416608347275e+01
-7.802545581715585321e-01 1.910647360730649558e+00 -2.092524777742386655e-01 1.878623984089275112e+01 3.742484166775378984e+00 -1.924975028798286747e+00
1.276557315338143317e+00 3.029879855582655046e-01 9.226468408095693519e-02 -7.590076551984856756e+00 -9.439963072416103884e+00 1.490655368539744963e+01
2.605876230035725771e-01 -9.047416943936231748e-01 -1.035306993724548041e+00 -2.633460894993833890e+01 -3.814750347402399377e+00 -8.203432605411890677e+00
-7.226504395074383469e-01 -2.319143148622251072e-01 3.298400828259891449e-01 2.646909314526260459e+01 8.140031687804397009e+00 4.868428218422714338e+00
-1.173672728184458336e-01 -4.863951275248933892e-01 -2.436652877980637899e-01 2.066623192019959632e+01 4.879394347431547985e+00 4.368705349741479615e-01
-1.498647184504684926e+00 1.033459507986951742e+00 -1.674984518239241327e+00 -4.381410371449154795e+00 3.155075806708654618e+00 -1.244003079030447267e+01
-8.966713089660621749e-01 2.821172629316814340e-01 -3.005342813937018631e-01 5.799815664246374070e+00 6.487712028609029069e+00 -1.478472680910800641e+01
-4.509149872933557179e-02 -4.684660663716153084e-01 3.632799260187952184e-01 -3.461365675217905391e+01 1.032489834203447643e+01 7.014533217647075602e+00
-1.089778782260116685e+01 5.207545913116785607e-01 4.643487469406554879e+00 -1.358358305795086096e+01 -2.226617173368402591e-01 2.805950630121464950e+00
2.377509717524159405e-01 3.966170705946059916e-01 -2.872378970110949989e-02 5.915992191640194164e+01 4.350560179857207999e+00 -3.851553920886396476e+00
1.071235178352221373e+00 -1.123281057511030939e-01 7.563073898595445987e-01 3.719441713103706526e+00 1.353016102931480802e+01 -1.268922884556225661e+01
-2.051244603477200279e-01 -3.135274124297470766e-01 1.035058721769650525e-01 -1.939483921894737506e+01 -3.681270719889948140e+01 1.161837580803097048e+01
1.126674396719496984e+00 5.419110510312773465e-01 -5.467654195929014804e-01 5.576536292944505036e+00 5.292164590983304606e+00 -2.062537980170184859e-01
3.681921721699671357e-01 -4.883168141034263110e-01 8.530461084627989354e-01 1.126896547864679654e+01 6.667657225536890664e+00 -6.934751883138726924e+00
-4.633513743636716864e-01 1.014919676212739041e+00 -7.166890041107270015e-01 -4.582372957163343585e+00 -6.184012083653353642e+00 -6.902614574383531654e+00
1.072144814078406005e+00 -4.584509535790998180e-01 -2.106942403695455934e-01 1.521356768479012089e+01 -3.744390253812932556e+00 2.045848831904974574e+01
6.393262642840569221e-01 1.837649654479512895e+00 4.470109228926980038e-01 1.064463638567145409e+01 1.533282649122592645e+01 -2.176309731439123851e+01
2.578497519684438966e-01 -6.789101418023610890e-01 -5.986477986239218119e-01 -1.304956740480837141e+01 1.866206500009876024e+01 6.400060883076565510e+00
-1.645603937902365921e+00 3.037336543482619611e+00 1.417822147042484104e+00 -8.034300112671896699e+00 -1.277961523063801152e+01 -1.142750178634926783e+01
2.387194311713294881e-01 3.652164328932985815e-01 -1.277953846015013273e+00 3.152905414433459175e+00 -2.052339644539080155e+01 9.355049688572529831e+00
-2.799849295421661943e-01 -1.697043912460740822e+00 -2.165684928221951466e-01 -6.063641486715320994e-01 -2.027396061215787171e+01 1.215999940478929453e+00
-3.268393200283082889e-01 -1.060356295248132685e-01 1.095505643519613548e+00 1.258689159631271970e+01 1.242918103574061384e+01 1.164956086720047068e+01
-2.260566572661075191e-01 9.371151101037752396e-01 1.361561254145387811e-01 -3.654072061900419044e+01 -4.611085034783946490e+00 7.567731592617288783e+00
-1.001016008235488808e-01 2.832268322457338616e+00 2.084588325213510895e+00 -8.820043481683223163e+00 3.554204843646719070e+00 6.323299019097810891e+00
-8.604033369489224592e-01 1.195651780879283921e+00 2.746391163359206633e+00 5.388582997534395957e+00 -9.757997642411062600e+00 6.811959674555475353e+00
-5.746653640560848153e-01 1.357132702933001589e-01 -2.221807343694917614e-01 -7.955798930645986644e+00 6.875484211900411147e-01 -1.630359467197704504e+01
1.900362402117783400e-01 2.316650503700883046e-01 1.093959902011722857e-02 5.045366182785853582e+00 1.088919179237927537e+01 -6.186630721569781777e+00
-1.884230574206616493e-01 -3.999262986214011106e-01 -7.307418161067776863e-01 3.336861737078568702e+00 9.447591098999263082e+00 1.166298753236759111e+01
-2.485732326071023568e+00 2.219616766432971566e+00 2.571083942039153580e+00 2.973641658012960320e+00 1.351726395603286335e+01 -5.528520077939794497e+00
-1.771386848801659530e+00 8.180782888701841893e-01 7.916958266576882286e-01 2.005688488992637986e+01 1.370947287501805611e+01 1.988374837289396169e+01
9.782033885971168630e-01 4.714844697904381210e-01 1.054741122999637570e-01 1.412513060131832709e+01 -2.595360654244414178e+01 -1.241472999422179768e+01
-1.345113264006128961e+00 1.987856666103185177e-01 -4.636776918632178890e-01 6.743707922566667179e+00 1.360267043608960869e+01 -7.950585008572292445e+00
7.495297612151077815e-02 1.236770696278500087e-01 7.353011799662398373e-02 -8.968285294802019081e+00 2.701720645755374761e+01 -1.689623452874823961e+00
-6.718981638320589145e-01 -5.335610103915318092e-01 7.353298659669088577e-01 -7.204785300035451812e+00 -1.760937827970851544e+01 7.317733490179873179e+00
-2.701472690969421997e+00 1.615159237286142579e-01 -3.380251518042590497e+00 4.807897117129494191e+00 1.114891780140703581e+01 -9.367229352079281313e+00
1.593236861039007968e-01 -1.132992563048725865e+00 -6.278338356048889235e-01 2.477838440177506385e+01 -2.407021098035313944e+00 1.911923595377922425e+01
1.406354433343240395e-01 1.554942929347513936e-01 1.406540928793722944e+00 -1.109825839288272675e+01 -2.572139318461091229e+00 1.251153026424833747e+01
5.434059233468952615e-02 -5.842576320918586585e-01 -3.551178221297794924e-01 -7.753305845692392673e+00 3.916673650467189738e+00 1.303812070497062692e+01
-5.192865400707800116e-01 1.254501741551415084e-01 -1.092653755408931199e-01 -7.022286552750671262e+00 -1.943200122968399057e+01 2.788857620087764388e+01
3.322023177249753711e+00 -1.437514741440816701e+00 -2.867578455259906622e+00 9.047881501632222268e+00 7.172028331580048821e+00 -2.411436763857168941e+01
1.033572939039276717e+00 -9.156099258125210971e-02 7.191249550546509051e-01 -5.427605229692902711e+00 4.609293680696173290e+00 -3.111639926032965775e+01
2.999014903427725878e-02 -5.152094229548105364e-01 2.077483948558137561e-01 1.003956991497147655e+01 -9.977853003826925971e+00 8.199497888373507237e+00
6.345760452080871916e-01 -7.507773299242720411e-01 5.777085258450561679e-03 -4.999183683914812271e+00 -1.766373088730881946e+01 -1.566056813069512188e+01
-8.796336578216543134e-02 2.127117396529879800e-01 -5.738608018345099371e-01 -3.336113560082884177e+00 -1.687201216424694117e-02 -3.560196054327565029e+00
1.326136236951990011e+00 -1.133798404313073327e+00 -5.810955299591702428e-01 -6.645001530483772179e+00 1.996046239468382311e+01 -1.211122527802634607e+01
3.103403270294224914e-01 8.093826385830186210e-01 7.166800046878933905e-01 1.791251338616162769e+01 6.841106214519259154e-01 -1.177883026733347194e+01
1.230994664546747996e+00 5.896368096855484353e-01 7.496639668692280933e-01 -1.506984111246463343e+01 1.218973692612832238e+01 -2.121715663049007716e+00
9.571245930772443344e+00 -2.377314933819831555e-01 -3.843750183650285646e+00 -2.575046539062650908e-01 5.254581675671651020e+00 1.064846704876481098e+01
2.158991255778670570e-01 1.562841841168257917e-01 1.980070823150403392e+00 -6.803689155392389054e+00 -3.100214274817920668e-01 2.923849561258607466e+01
-7.708707495295904488e-01 -4.426046384610308332e-02 6.829182768292538785e-01 3.815915700845027292e+00 -9.819412684407463843e+00 9.266524977354320569e+00
-2.110287093859825713e+00 1.291021380716731892e+00 -7.233408346243588305e-01 -9.019219209887801014e+00 5.703171663521022339e+00 -2.983069372693802013e+00
5.084487925039162803e-01 -1.162863209007235499e+00 2.115032401570674514e-01 1.455297593167221848e+00 -1.401812415694353930e+01 1.256376474689820988e+01
-1.743120489791201155e-01 8.462864330326069773e-01 -1.127742312108573230e+00 1.789975784310517071e+01 -5.478766023135150931e-02 1.507444699962818646e+01
-9.271153423652105374e-01 6.826365084709813680e-02 9.496215524661769658e-01 -2.662258346689273303e+00 -3.066154424045351323e+00 -4.939465477138506699e+00
-1.194364260464526178e-02 -6.752568447677805008e-02 -4.595483921398071381e-01 -1.486835887574742721e+01 6.151047734310179926e+00 1.513909295241953945e+00
1.289928443621876530e+00 -4.845137754979413347e-01 7.460654466369529558e-01 2.999181078603061046e+00 -3.009422560758155285e+00 1.638277891400767317e+01
7.893936920824847769e-01 -7.318837669353901731e-02 -3.191486705474407271e-01 1.814239531655691451e+01 -1.752382654157154818e+01 1.073637548842618727e+01
1.289113423716777174e+00 8.796617353403085593e-01 -2.098751156194595680e-01 -2.410058510067633364e+01 -2.448717300025172960e+01 1.255047917332061047e+01
1.077065982591632665e+00 5.209840950752565591e-01 2.228270243761362179e-01 1.159590401600311438e+01 4.072476417814724137e+00 1.149919695502012118e+01
-2.047124902206201302e-01 2.707098763151862264e-01 3.634101351732776930e-01 -9.331314878536428381e+00 -4.039075511858190737e+01 -1.698939154253086770e+01
4.499165127111279944e-02 2.359730971284840773e-01 -2.534733534098754237e-01 -1.316053191190676053e+01 1.284388797305691199e+01 -9.490732594054076543e+00
2.485863006008175446e-01 2.486458406667971244e-01 3.218044984835156108e-01 1.054577110043905641e+01 -2.053135062167515557e+01 1.787261306834869501e+01
1.092940719417462603e+01 -6.435250250828061347e+00 -8.359328892959556612e+00 -1.482751541793504835e+01 -1.113098585200676283e+01 -1.057885184263720646e+01
-6.484909992056187011e-01 1.589338243732716094e-01 -3.143467738344473128e-01 -4.140518113719019233e+00 1.655203152945157896e+01 1.639289299261515609e+01
5.124970078849141464e-01 3.485732833139003062e-01 -1.381681554674639711e-01 -2.309621614424232661e+01 1.750408506925090890e+01 1.199626889885550796e+01
-1.626342387524499999e+00 -1.235368665067407612e+00 1.595681523385889200e+00 3.766485044303923502e+00 2.343473371353295676e+01 -2.665942852014000408e+01
7.147973661134479628e-02 -1.039273893091278572e-01 -2.177561451625515121e-01 -2.423849678264655338e+01 2.080743542245968669e+01 -2.437342107572101568e+01
-6.570158267660447526e-01 1.185564471231778771e+00 7.641357088023978950e-01 -2.678706417791976158e+00 1.936422971594276454e+00 -1.029982039365429358e+01
-1.176208963955582831e+00 -9.691619721711729196e-02 1.503689790847975827e+00 -1.743086786336627370e+01 2.369413710356123470e+00 2.611696611568428494e+01
1.358710071275568199e+00 4.436573678335201665e-01 -2.898936935530516679e-01 1.724612687738432015e+01 -2.237315886445415813e+01 1.707056560843370718e+01
-7.704745664939254279e-01 -1.374474224992345395e+00 -1.272785906790300015e+00 5.855833946487162045e+00 8.454312781057383930e+00 -9.364869937306403713e+00
7.253618729794998332e-01 1.684962239056507771e+00 9.238279750919804745e-02 -1.578612077609370523e+01 8.418612495297354670e+00 3.201792372149364407e+00
2.087647870906454428e-01 -2.472554032418725622e-01 5.738889036356777107e-02 1.464133219163147537e+01 -1.191499390414527682e-01 -7.067245336981889281e+00
2.690584547882443722e+00 -8.714150932198392319e-01 6.152378125026033429e-01 -7.067078503444268911e+00 9.326503473301842817e+00 -3.729872646257902602e+00
-3.132113599783192259e-01 -6.445173743301499392e-02 4.561965162267059282e-01 -2.085776130452206090e+01 -3.763673850398101983e+00 1.422730992066647460e+01
1.889158113793532268e+00 -1.034608717420406332e-01 -1.138681137292570367e-01 -3.982440795094545738e+00 5.532420463686741563e+00 2.549562291491314969e+00
-1.757628155537173942e-01 1.161080949513345617e+00 4.230893764637510546e-01 1.376402899073994934e+00 1.475014881782858644e+01 1.453221029113625207e+01
7.319809654009786781e-01 -2.478232769304894011e-03 5.264594245556529772e-01 3.652827959677095748e+01 -2.379156877964774708e+00 -1.227629689686888170e+01
1.899110632976475532e+00 -1.017424428259591673e+00 2.083375438290712700e-01 -2.080474301796032321e+00 1.380977982640107626e+01 -1.204550545741232526e+01
-7.137625999604294558e-01 8.018102883445946127e-02 5.740064760249108389e-01 3.000942337284352845e+01 -4.953360815204647771e+00 1.798610101704404940e+01
-2.760820497856953715e+00 8.675929299749829404e-01 1.851961002641397069e+00 -1.859136663283782909e+01 3.226182779702481795e+00 -2.490872903345546341e+00
1.078051667263942415e+00 4.503979949777893732e-01 -1.450252882531301579e-01 2.252964076418383499e+01 7.669557096033598143e+00 8.493455487419032224e+00
-1.678438194746808110e+00 9.332998318002367899e-01 1.377730114634982961e+00 5.027023128552036368e+00 3.379070988848757118e+00 2.051773319060486855e+01
-4.334213206260723594e-01 -9.264352987519650640e-01 -1.608046805461037065e+00 2.387281813678518105e+01 2.693892452728380071e+00 5.680745727306401704e+00
-4.191274519898343098e-01 -1.617744209052992821e-01 4.569915482583102873e-01 6.255162761662925064e+00 3.000852698922997064e+01 -6.562475269693148761e-01
1.699934818245704138e-01 -1.757456065038042858e+00 -2.126496889372053278e+00 -8.203047010923810944e+00 -7.496061877613817259e+00 -5.544537364288549597e+00
-1.003397333796649304e+00 4.322930558767559828e-01 9.997008961373337055e-01 -8.859627813793657936e+00 -1.786315758766528816e+01 8.167794947972327080e+00
-1.685443974205388107e-01 3.181661059759803845e-01 5.186688771885299143e-02 -1.896625008330021567e+00 2.088077714378951732e+00 3.827304149213254902e+01
-4.939752634285192734e-01 -2.381600403962168766e+00 -3.625325715473650123e-01 -1.015278051580943597e+01 1.624946164910302571e+01 -2.113636364289905600e+01
-3.557138266880001121e-01 5.536628203518104835e-02 3.626761107058267819e-01 1.987071461666409888e+01 -4.752577287356212210e+00 2.321379677602304170e+01
1.413537016689982717e-01 2.631020368001126819e-01 6.228820407561189709e-01 2.030782793099063621e+00 -1.563631612840553586e+01 2.197258886319676208e+01
-1.858621013228218821e+00 1.520672337762586812e+00 -1.424372480649485073e+00 6.434094791871674879e+00 2.148466306773217482e+00 9.349931749412110804e+00
-5.760448375161522083e-01 -3.407667019338235792e-01 -6.281684078728042575e-01 -1.552994758317428747e+01 6.470933269095744400e+00 1.554952708866560229e+01
-8.397578458802722190e-02 -1.712525397779695702e+00 1.229877360398930808e+00 8.614229808128122556e+00 1.291554653043801970e+01 1.441960493307362512e+01
1.672302562066892706e-01 3.204387241805813913e-01 1.690323079315656507e-01 -1.497272305315984298e+01 -9.539504066641502078e-02 2.818511446728393466e+01
-6.916689934782573879e-01 -2.200062080136133968e-01 9.431970682456293220e-01 9.561224542132238824e+00 2.478427529828762577e+00 5.670769096509616247e+00
-4.355836665902122484e-01 4.653950039678315109e-01 -1.884648750441932474e+00 1.814790736918648761e+01 -1.385200358398812526e+01 -1.242703503031510692e+01
2.137412400699938431e+00 -1.806012268724398684e+00 7.432379943185702942e-01 7.427646963501641331e+00 4.370016191915208736e+00 -7.285518702807597613e+00
2.694234945605063214e-02 -1.303491926094823561e-01 7.275949714339916552e-01 -4.995622840032947209e+00 -1.484102612836682056e+01 -2.573384344605490526e+01
-3.680280650201761539e-01 -1.397159934623872113e+00 1.458031883710518284e-01 2.910403535268936537e+01 -1.448136774976371299e+01 -4.139451061325285508e-01
-2.072338283401867556e-02 6.704911393919847640e-02 6.854519055373508030e-01 -1.142993891515565519e+00 1.388273412528274164e+01 3.303023433018754673e+01
4.996236796110484213e-01 2.966933051686413414e-01 7.189768882476504919e-01 -5.132265881642485539e+00 -5.646478815763531500e+00 1.825564778935848409e+01
3.557011994530102084e-01 -5.483865808528077146e+00 3.055941477060111655e+00 7.037151396332821385e-01 -4.746814108868578685e+00 -5.279576819006276622e+00
2.038185679803647510e+00 -4.925993441359573510e-01 -2.500166340225180139e+00 2.937593321022255566e+00 -3.255890652766932902e+01 5.582147298077525299e+00
-3.785694247000322976e-01 6.071474633058390191e-01 3.907687457846661383e-01 -1.562710941587941704e+01 1.258770101510409134e-01 2.140991770550958684e+00
-7.444695955505201690e-01 1.427762611645097213e+00 -1.228572636416113140e+00 2.479332745288121487e+01 1.210900170598419123e+01 -1.320505071741848013e+01
1.255395961694205864e+00 -1.387246852850255729e+00 8.382023909337955603e-01 -1.592655371932951347e+01 -1.688264596368680870e+00 -8.474293670952821600e+00
-4.420227834330391903e-01 -7.366882047468509276e-01 5.753589872581488240e-01 -3.099089195184374290e+01 1.127810055611753093e+01 7.370357658234983234e+00
2.778311818092833896e+00 -1.704217239589173039e+00 1.203544293466711768e+00 -1.931017684988448480e+01 -2.439279679536835665e+00 -5.506119456958353808e+00
-3.818099900524081214e-01 4.556027205984487516e-01 6.005572751654940644e-01 -1.278320093068019503e+01 2.439944438190848786e+01 1.305679511364622947e+01
5.206087043341600662e-01 -8.863301874737693209e-02 -2.045082296830175728e-01 1.050790277500609626e+01 1.229597060552517718e+00 -3.905596683918771106e+01
1.346605182557824687e+00 -3.941870543528963600e-01 -1.250089914954304993e+00 -5.735396421480906781e+00 3.141437651111746554e+00 -2.858671174377992230e+01
-9.370301528733187002e-01 -4.109899619454986802e-02 -6.172141622483544587e-01 -1.602334337075610193e+01 1.440987721725295545e+00 3.525922921797848275e-01
-1.941907008577566485e+00 -7.896120608263553775e-01 -5.087694849836625899e-01 5.184934707945179078e+00 8.345805402610981361e+00 -5.029363085638461683e+00
-1.018687600368919810e+00 -1.055650156578566978e-01 -7.423677155735948496e-02 -1.537040629323418983e+01 1.616470509076714279e+01 1.134296969838406710e+01
-8.966561619817851048e-01 3.354025727523818334e-01 5.936994368357737528e-01 -3.360094193923059080e+00 -1.249455841905255404e+01 -2.181122851641973881e+01
-2.409647876391457777e-01 -8.893733948648908649e-01 1.469139375276519166e-01 1.908550866321089856e+01 1.789822462890785459e+01 1.005622419524287636e+01
-1.613356063857575573e-01 -8.216918959996358796e-01 -3.015537394168684160e-01 1.177974343463051632e+00 1.157003663002087457e+00 2.308258023630138212e+01
-1.163925947525446258e-01 -1.900900083783121586e+00 6.233203912274364045e-02 1.868338608259584532e+01 -3.929475226976629765e-01 8.472879520274591014e-01
5.879351002630800460e-01 3.274412426962925449e-01 4.692948047555915991e-01 -4.667447546093947963e+00 -1.575144902244109879e+01 2.010815794652918598e+01
1.043412284390682787e+00 -5.353092601275729612e-01 2.928774612419466142e-02 -4.241694008970004148e+00 1.321349482584283308e+00 -2.124026706051738156e+00
8.440721452754860188e-01 3.231200358360064584e-01 9.621205407750805794e-01 -9.537672979844566967e+00 5.026410619809800195e+00 1.432258140124092982e+01
1.738491196022383667e+00 -1.084045594268363694e-01 -9.588492114677308331e-01 1.138319364006457501e+00 -5.065493867257575111e+00 -5.446576744732737341e-01
1.261937725789527232e+00 1.618500804289606798e-01 -2.924841079315529946e-01 -1.259561882634400121e+01 1.990240689284110687e+01 -1.809290807790255684e+01
5.632709786778127281e-01 -2.580476130291961545e-01 1.242425605463198940e-01 -1.505498870358177754e+01 6.365428936000796512e+00 4.744009940753427301e+00
2.167613251502599758e-01 -1.636655278934958657e-01 5.405878300338727849e-01 -3.673448724682533850e+01 5.859146516080116385e+00 1.162548744536438328e+01
-4.507645157019309345e-01 -2.011483923042295952e-01 3.616203352070399002e-01 -2.483400229272395521e+01 -2.153706442423993561e+00 -2.694614404297780652e+01
-1.615778198923255582e+00 -2.380368300601358733e+00 -3.319238825071389787e+00 5.444903859509841126e+00 -1.080704942598130103e+01 1.416971883600901982e+01
-2.858362556725880244e-01 4.707513881308389436e-01 -6.656421806838600519e-01 1.451320369114014142e+01 5.249570633057452085e-01 1.865798648567031037e+01
1.949415478757652795e-02 8.285567789471105782e-02 7.216735400172678006e-01 1.004159373464829308e+01 2.347410995748388629e+01 2.905747260729121706e+00
1.675757262393816394e+00 -2.839143613022117485e+00 5.973516113987072940e-01 6.551456707436434712e+00 -4.649886559768199312e+00 9.851927074091868519e-01
-6.662940379918343980e-01 -1.049516405917833906e+00 1.279462745092402542e+00 6.531855047734888231e+00 -4.630210857977640870e+00 -6.880304818872441608e+00
-5.143915898912465590e-01 -2.513381180573122653e-01 4.478026524204820058e-01 8.489198100030520777e+00 1.195348482413698221e+01 -3.852436128296680096e+01
-2.031945662297823585e+00 2.360193098146976531e+00 2.336076920024739323e+00 1.454346990145315566e+01 -2.864275970979571984e+00 -1.420628456833624043e+00
-5.198812531129864967e-01 -6.532426677782271485e-01 -1.310637647827756769e-01 -2.428756992457136832e+01 -1.962378163320755320e+00 2.284599900419183882e+01
1.828301682863672450e+00 8.434513163811875325e-01 1.432892474277169814e-02 -1.848824695872469803e+01 -1.084762733141687008e+01 -2.065421041704370708e+01
6.162914176022313839e-01 -2.918428207167326205e-01 -3.475318494857586593e-01 2.569752810684540734e+01 2.524199014199651714e+01 8.858942347067916501e+00
3.201478593633488301e-01 2.158563458458635509e-01 1.240761372181057587e-01 1.702249246167839303e+01 -1.034080950834505686e+01 1.340562264716034413e+01
1.772568343123392398e-01 1.715263588314691168e+00 -2.777842272962186776e+00 1.828993448668501998e+01 -9.042074470462395652e-01 4.777212905675502164e+00
-1.705902254138294549e-02 -6.690727014652488869e-01 -2.020750589246190776e-01 -9.605171858035850718e+00 -3.158348004891821859e+01 2.979450430853669474e+01
7.263215209362873237e-01 -8.662322186930598855e-01 1.879722561451534046e+00 1.807282087948168936e+01 -1.179380341603467564e+01 4.260208110680256510e+00
-1.451175627045276917e-01 1.591805081764555152e-01 -1.122690084181372262e-02 -4.522479712695135845e+01 -1.681039913115853679e+01 5.664162084245251805e+00
1.729979434169338914e-01 -5.689419476100129325e-01 6.326645267999481126e-01 6.171685179998533943e-01 1.646676360130198802e+01 1.327736050536261736e+01
-1.326182573756223704e+01 2.921259536830970838e+00 7.366967668466636532e+00 2.774061697301497276e+01 -8.522185143145009079e+00 -4.140243322861437036e+00
1.656627303913617566e-01 6.091223370608547100e-02 -5.826612473698543626e-01 1.635300009153017342e+01 2.274198360711692501e+01 -1.320482450007904873e+01
1.041412185622100584e+00 1.692558611673856239e+00 6.455618424828565294e-01 -2.287029598044561851e+01 -3.573169577803312791e+00 7.270601311112516285e+00
-5.358700089111654297e-01 2.762086976539668837e-01 -7.557907191229128463e-01 -1.446704454325677958e+00 3.178434651594579918e+01 1.030318774796252335e+00
-3.248550787348146174e-01 2.365390535660240046e-01 -1.744710972411168126e-01 -2.385673799095815184e+01 3.657404633713665199e+00 1.366943228135467692e+01
1.437592324048696801e-01 -1.168379049269036192e-02 3.395624206147399571e-01 -2.227612845605983338e+01 1.480036674478367509e+01 9.480568854444669569e+00
3.278985798229922533e-01 1.617275367895870675e-01 1.972163331887789306e-01 -3.854036776644004902e+01 -1.376980217297810505e+01 1.333662903546026079e+01
-1.254813282063843016e-01 -6.545064159424183181e-01 1.129931100632591612e+00 2.109918334196497991e+00 -2.694304560312152486e+00 4.991419687689341522e+00
-1.005503798635273061e+00 1.399208518596497086e+00 1.723609661699908813e+00 3.288064466246328976e+00 8.191093176145940902e+00 2.762331609741067240e+01
-1.631515806988484973e-01 2.318664566472188049e-01 6.353912864160077278e-01 1.263425749414129129e+01 2.572545005999717915e+01 -5.707558387731880067e+00
-6.331475749797135233e-01 1.012703198172640595e-01 3.823348021834667598e+00 -8.501945278087276847e+00 -6.927806103923703773e+00 4.338736487526194452e+00
-5.980535386193643888e-01 9.226798968427310510e-02 -9.129063787198734570e-01 2.385818264719706505e+01 4.722450186386675242e+00 -1.147872884378349845e+01
7.419052918194773971e-02 -9.023232691731199184e-02 4.518613366035395540e-01 5.985523709918348700e+00 2.856441641756756766e+01 1.387896328501032173e+01
-4.411573396866536045e-01 9.993185506974660015e-01 -1.217351597260953999e-03 -2.509254453038475319e+01 1.228544635676925623e+01 2.667759146207174226e+01
-5.858095099956812588e-03 -1.142931315618643806e+00 2.281242271890075557e+00 -4.253630044662029874e+00 1.083081065466446447e+01 -1.597106234584992457e+01
-2.590146022201449405e-01 -9.356563902464133387e-01 2.900089032361943819e-01 -3.621380508482108240e-01 -1.984917763674837943e+01 1.394402180740660668e+01
-2.668129733635393186e-01 -8.363694624093544194e-02 3.399454631998967691e-01 -1.745652500333926582e+01 2.208413897935584558e+01 -1.035764207928283120e+01
-6.226773633335238589e-01 1.003541081613053443e+00 -3.464602481614392215e-01 -1.225139388107949756e+01 -8.751766827815709249e+00 1.321692625527255061e+01
-7.042094442982700653e-02 -3.418378123054484075e-01 -2.210383021448675267e-01 2.430406936760902070e+01 1.230466410875713024e+01 -8.295627272768175686e+00
7.751690141822069613e-01 1.505468532192157705e+00 -8.374192103691848743e-01 -1.494353646208628206e+01 -1.023123621071884770e+01 4.712565593638760930e+00
-8.507393883871837703e-01 -2.691776448660898602e+00 2.906307953602072391e+00 7.125091818141180866e+00 -4.030273925508876864e+00 1.509815963210567702e+01
-7.192896043686446417e-01 2.465618205883774450e-01 1.643865924490180541e+00 -5.723145051054466137e+00 2.499758752389008798e+00 -1.893167576321240020e+01
